id|movie_id|imdb_id|title|description|genres|lda_vector|sim_list
5750|485189|7534054|Sorry Angel|Jacques is a writer living in Paris. He hasn't turned 40 but already mistrusts that the best in life is yet to come. Arthur is a student living in Brittany. He reads and smiles a lot and refuses to think that everything in life might not be possible. Jacques and Arthur will like each other. Just like in a lovely dream. Just like in a sad story.|[18]||
9246|485166|7491144|Amanda|David, who gets by doing odd jobs, meets Lena, who has just moved up to Paris, and falls in love. But soon after, his life is brutally interrupted by the sudden death of his sister. Beyond the shock, and the pain, David now finds himself alone with his young niece Amanda to care for.|[18]||
12694|485164|8916694|Pearl|72 hours from the final of an international female bodybuilding championship. Lea Pearl is set to compete for the prestigious title of Miss Heaven. But her past catches up with her, when her ex-lover Ben shows up with the 6-year-old son she hardly knows.|[18]||
10664|485162|7555774|At War|After promising 1100 employees that they would protect their jobs, the managers of a factory decide to suddenly close up shop. Laurent takes the lead in a fight against this decision.|[18]||
11318|485114|6821870|Chihayafuru Part III|The third installment of the Chihayafuru trilogy.|[18, 10749, 35]||
11372|485098|7888070|Treat Me Like Fire|Revolves around the relationship between a gambling addict and a young woman who falls madly in love with him and will stop at nothing to win his heart.|[18]||
18255|485091|7430996|Pipsi|Two children rests their trust in a fish they name Pipsi|[]||
18645|484972||All She Wrote|When Aaron, an ex-fighter, turns to music after years of being knocked around and left with permanent mental disabilities, he falls for Jana, an off-centered Bulgarian immigrant living in New York. While he recognizes that she is as crazy as he is, Jana does not share the same opinion. But her brother, Bobby, an up and coming wannabe fighter, decides to convince her she is that crazy in order to get Aaron in the ring against him.|[18]||
1893|48492|1123373|Detective Dee and the Mystery of the Phantom Flame|An exiled detective is recruited to solve a series of mysterious deaths that threaten to delay the inauguration of Empress Wu.|[28, 12, 18, 9648]||
17213|484915|6864078|Christian IV|The film depicts the last hours in the life of great Danish King Christian IV, told exclusively from a horse carriage. The focal point is Christian's tempestuous relationship to his second wife, Kirsten Munk, involving accusations of infidelity and attempted murder.|[36, 18]||
11485|484901|6527586|Close Enemies|Driss and Manuel both grew up on the same council estate. An estate where the sense of belonging to your patch is much stronger than the sense of belonging to a country, a nation or a culture... Manuel has assimilated this belonging, and he has even benefited from it and built his life on it. Driss, meanwhile, has shunned it. They will both have to face up to the consequences of their decisions – because they will each have a price to pay…|[18]||
6506|484886|7312940|Singularity|When Elias van Dorne, CEO of the world's largest robotics company, introduces his most powerful invention, Kronos-a super-computer designed to end all wars-it determines that humans are the biggest threat and launches a worldwide attack on mankind. A small band of survivors must form an unlikely alliance to survive the greatest artificial intelligence threat man will ever know.|[878]||
10759|484862|7578566|Scooby-Doo! & Batman: The Brave and the Bold|Batman teams up with the Scooby gang when villains from both of their worlds unite to wreak havoc on the city. Featuring classic DC villains like the Joker, Catwoman, Harley Quinn and the Riddler  alongside heroes like Aquaman, Black Canary, and Plastic Man. Also featuring classic Scooby-Doo villains like the Ghost Clown, Space Kook, and Miner 49er.|[16, 35, 28]||
9214|484751|7210426|Through The Fire|Franck is a firefighter in Paris. He saves people. He lives at the station with his wife, who is about to have twins. He’s happy. During a call out to a fire, be puts himself in danger, to save his men. He’s going to have to learn to live again and accept to be the one being saved, this time.|[18]||
5778|484747|7502234|Little Tickles|Odette is eight, she likes to dance and draw. Why would she be wary of a friend of her parents who offers to play "Tickling"? Once an adult, Odette frees her word, and plunges body and soul into her career as a dancer, in the whirlwind of life ...|[18]||
13411|484735|7205942|Gundermann|The real life story of East German singer and writer Gerhard Gundermann and his struggles with music, life as a coal miner and his dealings with the secret police (STASI) of the GDR.|[18, 10402]||
13891|484718|6802400|Coming 2 America|Akeem must venture back to the States to find his long-lost son and apparent heir to the throne of Zamunda.|[35]||
5288|48466|1725156|Scared Shrekless|Shrek challenges Donkey, Puss in Boots and his other fairy tale character friends to spend the night in Lord Farquaad's haunted castle, telling scary stories to see who can resist becoming scared and stay the longest.|[16, 35]||
312|484641|7456310|Anna|Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.|[28, 53]||
7755|484638|8060774|15 Minutes of War|February 1976. Somalian rebels hijack a school bus carrying 21 French children and their teacher in Djibouti City. When the terrorists drive it to a no-man’s-land on the border between Somalia and French territory, the French Government sends out a newly formed elite squad to rescue the hostages. Within a few hours, the highly trained team arrives to the crisis area, where the Somalian National Army has taken position behind the barbed wire on the border. The French unit is left with very few options to rescue the hostages. As the volatile situation unravels, the French men quickly come up with a daring plan: carry out a simultaneous 5 men sniper attack to get the children and the teacher out safely. A true story.|[28, 18, 10752]||
11336|484594|8003558|Keep Going|Sybille, a divorced mother, who refuses to accept that her 18-year-old son, Samuel, is sinking into violence. Prey to her own past and present demons, she decides to take Samuel on a long trip to Kyrgyzstan. Accompanied only by their two horses, mother and son go on an adventure where they will face the dangers and surprises of nature, which is spectacular, hostile and beautiful. Beyond encounters with the Kyrgyz people, the trip will provide the opportunity for an inevitable confrontation...|[18]||
16888|484579|2838568|The More You Ignore Me|Based on Jo Brand's critically acclaimed novel of the same name, The More You Ignore Me is a warm, comedy drama focusing on the life of an unconventional family in 1980s rural England. The film focuses on Gina, a young mother, whose efforts to be a loving mother and wife are undermined by her declining mental health. Things deteriorate when she develops an obsession with the local weatherman, which leads to an admission to the nearby psychiatric hospital. Over the years, as she grows up, her daughter Alice struggles to relate to her heavily medicated mum, and causes chaos when she comes up with a plan to reconnect with her, which divides the family forever and leads to a moving climax. Set to the songs of The Smiths, The More You Ignore Me provides a sometimes stark, yet comical insight into life within this quirky household, whilst addressing mental health issues and their impact on the family.|[35]||
17107|484568|7922976|Wild Hearts||[99, 10402]||
6904|484510|6645614|Trolls Holiday|When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.|[12, 16, 35, 10751, 10770, 14]||
3261|484482|7476116|Sink or Swim|40-year-old Bertrand has been suffering from depression for the last two years and is barely able to keep his head above water. Despite the medication he gulps down all day, every day, and his wife's encouragement, he is unable to find any meaning in his life. Curiously, he will end up finding this sense of purpose at the swimming pool, by joining an all-male synchronised swimming team.|[35]||
917|484468|7458762|The Wolf's Call|In the near future, a French submarine finds itself in a crisis situation.|[53, 18]||
1247|484437|6198946|The Hole in the Ground|Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.|[27]||
9984|484436|3954646|Animas|Abraham and his female friend Álex have a close relationship; they share both secrets and fears. When Abraham starts going out with Anchi, he begins to distance himself from Álex, who gradually dives into a living hell where she encounters strange apparitions, nightmarish visions and extreme situations.|[18, 27, 53]||
12362|484432|4187366|Fight Girl|Twelve-year-old Bo is a talented but hot-tempered kick boxer. However, Bo is distracted by her fighting parents who are in the middle of a divorce. Bo needs to learn how to control her emotions and at the same time accept the fact she can't control everything.|[10751, 18, 28]||
10521|484428|6433456|Becoming Astrid|When Astrid Lindgren was very young something happened that affected her profoundly, and this combination of both miracle and calamity came to shape her entire life. It was an event that transformed her into one of the most inspiring women of our age and the storyteller a whole world would come to love. This is the story of when a young Astrid, despite the expectations of her time and religious upbringing, decided to break free from society's norms and follow her heart.|[18, 36]||
11679|484427|8161226|All You Need Is Love|Film version based on the Dutch TV show.|[35, 10749]||
10891|484355|6069162|Here and Now|A singer in New York gets a grim diagnosis that puts her life and dreams into perspective.|[18, 10749]||
12529|484297|5805768|Abe|The Israeli-Jewish side of his family calls him Avram. The Palestinian-Muslim side Ibrahim. His first-generation American agnostic lawyer parents call him Abraham. But the 12-year-old kid from Brooklyn who loves food and cooking, prefers, well, Abe. Just Abe.|[18]||
477|484247|7040874|A Simple Favor|Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.|[35, 80, 18, 9648, 53]||
12665|484237|5104330|Kyrsyä: Tuftland|Headstrong textile student Irina tries to overcome her problems by accepting a summer job offer from an isolated and offbeat village of Kyrsyä. As Irina begins to get a grip of herself, the harmless and offbeat hillbillies begin to reveal their true nature.|[27, 9648]||
12925|484203||Up the Duff|An average teenage kid learns his girlfriend is pregnant and must come to terms with the fact that he will soon be a father.|[35, 18]||
7021|48415|1529235|Welcome to the South|Alberto (Claudio Bisio), post office manager of a small town in Brianza, under pressure of his wife Sylvia (Angela Finocchiaro), is willing to do anything to get the transfer to Milan. Even pretending to be disabled to climb in the ranking. But the trick does not work and as punishment, he is transferred in a small town in Campania, which to an inhabitant of the north is equivalent to a nightmare ...|[35]||
17441|484008|6591520|Winning Ticket|Eevi works in a beauty parlor, leading a humdrum life in the suburbs of Helsinki with his husband Kari, a wannabe rocker. After the jackpot, the couple agrees to carry on with their lives as before, without telling anyone about the stroke of luck. But the money is burning holes in their pockets and that’s hard to hide. Their opinions about themselves and their relationship are put to the test. Everyone seems now to have a strange attitude towards them – although they try to pretend to be the same people as before. Do the millions bring happiness after all?|[18, 35]||
4606|483983|7125774|Balloon|Two families attempt a daredevil plan to escape the GDR with a homemade hot air balloon, but it crashes just before the border. The Stasi finds traces of this attempt to escape and immediately starts investigations, while the two families are forced to build a new escape balloon. With each passing day the Stasi is closer on their heels – a nerve-wracking race against time begins.|[18, 36, 53]||
5233|483980|6878820|Z-O-M-B-I-E-S|Students from Zombietown are transferred to a high school in a suburban town preoccupied with uniformity, traditions and pep rallies.|[35, 10749, 10770, 14]||
1719|483906|4139588|Polar|When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.|[28, 80, 18]||
13113|483855|7297578|Papers, Please: The Short Film|An official adaptation of the award winning game "Papers, Please" by Lucas Pope.|[18, 53]||
16799|483840|7304194|Notes on an Appearance|A young man disappears amid talk of violence and demagoguery, leaving behind an obscure cache of letters, postcards, and notebooks.|[18, 9648, 53]||
13204|483742|6387506|The Violin Player|A celebrated violin player, Karin, has to end her stellar career after a car accident makes her fingers stop working their magic. She starts teaching students who are twenty years younger than her, only to find herself falling in love with Antti, one of her students. They are not an easy match, both being passionate about the music and overly ambitious about their careers.|[18, 10749]||
2822|4836|0375912|Layer Cake|When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...|[18, 53, 80]||
12579|483555|7511972|Versus|Achille, a handsome Parisian teen from a well-off family, falls victim to a violent attack. After being sent to the seaside for a holiday to get himself back on track, he meets Brian, an angry young man. Their showdown will reveal their true nature, and their struggle will give rise to a killer…|[18]||
10236|483552|6438030|Gangsta|Antwerp, Belgium. The lives of four small-time drug dealers spin out of control when they steal a shipment of cocaine, triggering a full out war between an Amsterdam drug lord and a ruthless Colombian cartel.|[80, 28]||
12248|483456|9881872|Peace Maker Kurogane Movie 1: Omou Michi|Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge leads him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind, and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.|[36, 28, 16, 18, 14, 10749]||
10847|483455|8391976|Bungo Stray Dogs: Dead Apple|Power users around the world are suddenly committing suicide one after another, in all cases after a strange fog appears at the scene. At a request from Ango Sakaguchi, the Armed Detective Agency head out to investigate Tatsuhiko Shibusawa, a power user who calls himself "collector," and a man suspected of being tied to the incident.|[16, 28, 35, 9648]||
11378|483435|7542576|All About Nina|Nina Geld's passion and talent have made her a rising star in the comedy scene, but she's an emotional mess offstage. When a new professional opportunity coincides with a romantic one, she is forced to confront her own deeply troubled past.|[35, 18]||
11285|483411|6684884|Ladies in Black|Adapted from the bestselling novel by Madeleine St John, Ladies in Black is an alluring and tender-hearted comedy drama about the lives of a group of department store employees in 1959 Sydney.|[35, 18]||
5186|48340|0881320|Sanctum|The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?|[28, 53]||
17660|483366|7142712|As Green As It Gets|Georg "Schorsch" Kempter is a gardener in a small Bavarian town, working day-in, day-out in his nursery, which is facing bankruptcy. He doesn't like to talk much. He never has. His marriage has long lost all its magic and on top of that, he has trouble to connect with his daughter. Only when he is flying in his own rickety biplane, Schorsch feels truly free. When the owner of the local golf course tries to cheat Schorsch for his money, claiming the shade of green of the grass Schorsch has planted on the golf course is not right, insolvency seems unavoidable. So just when his airplane is about to be impounded, Schorsch grabs the control stick and flies away in an attempt to save his plane and himself. He embarks onto a journey into the unknown, to places he has never seen before, full of odd and special encounters - and with every take-off and every landing, this tough man's heart slowly warms up to what you might call an idea of happiness.|[35, 18]||
14230|483351|7149336|The Unicorn|An engaged couple is forced to visit Palm Springs for a weekend to celebrate her parents’ 25th wedding vow renewal and discover the apparent secret to their happy marriage — threesomes. Determined to properly celebrate their own “re-engagement,” they set out on a wild night in search of a threesome of their own but the experience takes an intense turn, exposing deeper relationship problems and threatening their future together.|[35]||
13227|483347|6495094|Little Women|A modern retelling of Louisa May Alcott's classic novel, we follow the lives of four sisters - Meg, Jo, Beth, and Amy March - detailing their passage from childhood to womanhood. Despite harsh times, they cling to optimism, and as they mature, they face blossoming ambitions and relationships, as well as tragedy, while maintaining their unbreakable bond as sisters.|[18]||
10961|483315|4824316|Armed|A former U.S. marshal discovers that all of the survivors of his old unit are experiencing the same symptoms simultaneously and there may be a larger conspiracy at hand.|[28, 53]||
13292|483297|8191502|Microhabitat|Miso lives from day to day by housekeeping. Cigarettes and whiskey are the two things that get her through the day. When the government doubles the price of cigarettes, Miso decides to give up her house for cigarettes and whiskey and make a list of her friends to ask a favor to stay with.|[18, 10749]||
12697|483295|8895578|Park Hwa-young|Hwa-young is an 18-year-old student living alone. Her friends call her “mom” and use her house as their place to hang out, but don’t really include her in their clique. Hwa-young pays particular attention to one of the friends, Mijeong.|[18]||
11094|483189|5842616|Veere Di Wedding|Kalindi, Avni, Sakshi and Meera are childhood friends. Kalindi and Rishabh are getting married, and the four gal pals come together for their veere’s wedding. But of course, there can be no shaadi without showsha and a lot of drama. This wedding celebration brings out skeletons from the closet, unspoken truths and some harsh realities as well.|[18, 35]||
2580|483184|6768578|Dogman|Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance.|[80, 18, 53]||
12600|483180|7942116|Signed, Sealed, Delivered: The Road Less Traveled|When Oliver O’Toole and his team of postal detectives confront a vintage disposable camera from the 1980s that was found in a mailbox, the undeveloped photographs contained therein set them off on a cross-state search for a seven-year-old boy who could be in tremendous danger.|[10770, 18, 35]||
13477|483155|7087016|Regarding the Case of Joan of Arc|A radical Christian terrorist in the United States claims to hear the voice of God commanding her to attack federal buildings.|[18]||
10525|483119|6939372|When I Get Home, My Wife Always Pretends to be Dead|When salary man Jun gets home, he finds his wife bleeding from her mouth and lying on the floor. He is shocked by the scene, but it turns out the blood is just ketchup and she is pretending to be dead. Without telling him why, she pretends to be dead everyday. Jun is dumbfounded by his wife's behavior, but he begins to feel uneasy with her.|[35]||
5655|483104|7608418|A Christmas Prince|When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?|[10749]||
10682|483096|6570372|Gags The Clown|It's been eight days since the clown first showed up in Green Bay, WI. Now, over the course of one night, four different groups of people cross paths with the clown everyone calls "Gags" and his true intentions are finally revealed.|[27, 53]||
8409|48303|1020773|Certified Copy|In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano.|[18, 10749]||
1373|483|0100935|Wild at Heart|Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.|[35, 80, 53]||
4269|482981|5117428|Wild Rose|A young Scottish singer, Rose-Lynn Harlan, dreams of making it as a country artist in Nashville after being released from prison.|[35, 18, 10402]||
11877|482948|7566518|Vision|Centres on Jeanne, a journalist tracking a mysterious rare herb that appears only once every 997 years.|[18]||
11252|482936|7658384|The Quietude|Against the backdrop of a military dictatorship, Eugenia is reunited with her estranged family following her father’s stroke and is forced to confront dark secret.|[18, 53]||
5429|48289|1226753|The Debt|Rachel Singer is a former Mossad agent who tried to capture a notorious Nazi war criminal – the Surgeon of Birkenau – in a secret Israeli mission that ended with his death on the streets of East Berlin. Now, 30 years later, a man claiming to be the doctor has surfaced, and Rachel must return to Eastern Europe to uncover the truth. Overwhelmed by haunting memories of her younger self and her two fellow agents, the still-celebrated heroine must relive the trauma of those events and confront the debt she has incurred.|[18, 53]||
8018|48282|0077482|Ecce bombo|Michele, Goffredo, Mirko and Vito are four friends who have participated in the battles of the student in Sixties. Now in the Seventies, the four friends don't know what to do, though young and with so many possibilities to find a job in life. Intellectuals marginalized and misunderstood, the four friends find themselves when they can in a restaurant to discuss their outlandish theories. A girl named Olga disrupts their life, but Michele is her favorite, although he does not know what to do with the girl.|[35, 18]||
17600|482725|7345284|The Lover in the Attic|This is the lurid, true story about femme fatale Dolly, her murdered husband, and her lover, Otto -- the man in the attic. In the 1930s, Dolly met and seduced her repairman Otto... but she was already married to successful business man Fred.|[10770, 36, 18]||
10213|482712|6559390|The Apparition|Jacques Mayano, a French journalist who has lived a traumatic experience, is recruited by the Vatican to be part of a task force that must investigate the veracity of a supernatural apparition allegedly happened in a small French village.|[18]||
11855|482710|6961808|Claire Darling|On this beautiful, bright first day of summer, Claire Darling has decided to get rid of all her estate. She’s laid down all her favourite objects on her front lawn for one splendid garage sale. As a horde of curious bystanders and neighbors fights over the ridiculously underpriced antiques, each object resurrects flashes of Claire Darling’s tragic and flamboyant life. Alerted by her childhood friends, Marie Darling, Claire’s estranged daughter, is forced to come back to the family mansion to stop this sale and unveil the reasons behind her mother’s eccentric decision.|[18]||
8606|48266|0381392|My Mother|Based on George Bataille's posthumous and controversial novel: When his father dies, a young man is introduced by his attractive, amoral mother to a world of hedonism and depravity.|[18]||
12481|482650|4712516|Cold November|On the cusp of womanhood, 12-year-old Florence goes on her first deer hunt, a traditional rite-of- passage in her matriarchal family.|[18, 10751, 53]||
13269|482568|6341108|Intrigo: Samaria|Nineteen-year-old Vera Kall cycles home through the night. She arrives at a farm, leaves her bike and sneaks quietly in through the door. She enters the kitchen and doesn't even have time to notice that she's not alone.|[80, 18, 9648]||
11585|482566|6341086|Intrigo: Dear Agnes|What is a human life worth? How is it possible that a woman like Agnes could agree to kill another human being? Is it the money? Or are there other forces at play?|[80, 18, 9648]||
11212|482564|6341066|Intrigo: Death of an Author|A young author comes into possession of a manuscript sent by critically acclaimed writer, Germund Rein, shortly before he commits suicide.|[9648, 80, 18]||
9364|48246|0252227|Alvin and the Chipmunks Meet the Wolfman|It's the Chipmunks' third and final full-length feature! Alvin is struggling with nightmares of werewolves. Alvin believes that the new next-door neighbor Mr. Talbot is a werewolf. Of course, no one believes him. Meanwhile, the boys are working on the school production of Dr. Jekyll &amp; Mr. Hyde. When Alvin blows up the school auditorium, he is expelled from the production. Theodore is put in to rise his lack of confidence. Alvin and Simon are trying to discover the secret of Mr. Talbot. Will the play go as planned or will the Chipmunks mess it up?!|[16, 10751, 14, 10402, 27, 35]||
942|4824|0119395|The Jackal|Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.|[28, 53, 12, 80]||
5079|482342|7776936|Frontier|Michael's perfect life changes dramatically when he discovers a portal wich allows him to travel in time. He travels back to the World War II to go through the quest of time and find his one and only beloved.|[18, 878, 12, 10752, 36]||
3156|48231|1571222|A Dangerous Method|Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.|[18, 53]||
17175|482303|7106506|Murer: Anatomy of a Trial|Franz Murer, the Butcher of Vilnius, a former Austrian SS officer, established, organized, and ruled the Vilnius ghetto in Lithuania during the World War II. Different survivors of the Shoah testify when he is judged in 1963, hoping to do justice, but, although the evidence is overwhelming, the desire to close this obscure chapter of history seems to surpass the desire for justice.|[18]||
2985|4823|0104265|Final Analysis|Barr is a psychiatrist who falls in love with the sister of one of his clients. She's beautiful and married to a gangster. She hates her husband but is unable to escape from him.|[18, 53, 10749]||
14306|482294|7355676|Ende Neu||[12]||
10393|482150|7089878|Liz and the Blue Bird|Mizore Yoroizuka and Nozomi Kasaki are two close friends who are part of the Kitauji High School music club. Quiet and reserved Yoroizuka plays the oboe while lively and popular Kasaki plays the flute. The group has decided to play Liz and the Blue Bird, a song inspired on a fairy tale about the relationship between a girl and a bird. The musical piece puts both Mizore and Nozomi on the spotlight due to a solo part by Yoroizuka and forces the two girls to reexamine their friendship.|[10402, 16, 18]||
18642|482121|6835804|Kids on the Slope|Two different students—a successful but aloof academic and a rebellious but kindhearted delinquent—form a friendship through their love of jazz music.|[18, 10402, 10749, 10751]||
11597|482088|2762662|Better Start Running|An eclectic band of misfits becomes an unlikely family as they take a wild journey in the name of love while on the run from an overzealous FBI duo who want them dead or alive - preferably dead.|[18, 35]||
13574|482034|6049106|Riot Girls|Set in a world where adults have mysteriously died and resources are scarce, Riot Girls tells the story of a teenage girl who is called to action when her brother is captured by rivals and set to be executed. Joined by the girl who has always loved her and the boy who wants to love her, the threesome tear through the crumbling suburbs on a violent road marked by betrayal, sexual discovery, and brutal justice. Riot Girls isn't a simple post-apocalypse tale, a violent survivalist horror story, a queer romance, or an adrenaline-fueled adventure film - it's all of those things.|[]||
13661|481984|7080960|Michael Inside|An 18 year old man, living in a Dublin housing estate with his grandfather, is caught holding drugs for his friend's older brother and sentenced to 3 months in prison.|[18]||
12858|481954|6450628|The Revenge of Robert|Germany, 1941. Two secret agents, one working for British intelligence and the other working for the Nazis, board a train. Their mission is to find a Toymaker who is in possession of a mystical book which gives life to the inanimate. As the two secret agents close in and the Toymaker has no idea who to trust, he uses the magical tome to bring a vintage doll called Robert to life...and Robert will stop at nothing to protect his puppet master.|[27]||
17153|481952|6359082|Werewolves of the Third Reich|In Germany at the height of World War II, a ragtag group of American soldiers discover Doctor Mengele's diabolical plan to create an unstoppable army of Nazi werewolves.|[27]||
10650|481942|5673714|First We Take Brooklyn|An ex-felon joins an Israeli crime syndicate in Brooklyn.|[18, 80]||
12680|481881|2002719|Machete Kills Again... in Space|Voz flees to outer space after attempting to start a nuclear war on Earth and there is only one man who the President can trust to take Voz down: Machete.|[53, 878, 28, 35]||
10551|481880|3263946|Trial by Fire|The tragic and controversial story of Cameron Todd Willingham, who was executed in Texas for killing his three children after scientific evidence and expert testimony that bolstered his claims of innocence were suppressed.|[18]||
9078|48186|1451423|The Boy Who Cried Werewolf|A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.|[14, 27, 10751, 10770]||
11250|481849|3334418|Living Among Us|Vampires have just made themselves public! Now a group of documentarians have been granted access to spend some time with them and learn how they live and coexist with humans. But as reality sets in, the crew realize they are in for far more than they bargained for.|[14, 27, 878, 53]||
8321|481819|6947284|The Consolation|Victim of vertigo and unexplained discomfort, Flavie, a television host, resolves to consult a psychiatrist. The latter suggests a test of the past that she would have concealed and proposes to browse together a photo-album of her childhood. The cliché of a teenager with a sad look will wake up buried memories ...|[18]||
10357|481762|7489740|Neuilly sa mère, sa mère !|In 2008, Sami Benboudaoud discovered the hell of Neuilly-sur-Seine. Ten years later, now that everything is for the best for Sami who brilliantly completes his studies of political science, nothing will go for his cousin Charles of Chazelle.|[35]||
11183|481760|5468022|Digimon Adventure Tri. - Chapter 6: Future|The world has begun to collapse. The rampaging Meicoomon absorbs Tailmon, who underwent a dark evolution, and changes form into the immensely powerful Ordinemon. In accordance with Yggdrasil's expectation, the real world is about to be engulfed by the Digital World. Meanwhile, Homeostasis considers Ordinemon to be out of control and  puts into motion its final plan that will entangle the real world. Then the time comes for the DigiDestined to arrive at a final decision. What future do they choose for themselves?|[16]||
7501|48175|0999864|7 and 8|6th January 1975, in an infant nursery in Palermo (Italy), for a mysterious reason, a male nurse exchanges the labels of baby number 7 and 8. Thirty-one years later Tommaso (7) and Daniele (8) meet each other by accident.|[35]||
4737|48171|1161864|The Rite|Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.|[18, 53, 27]||
2143|4816|0165798|Ghost Dog: The Way of the Samurai|An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.|[80, 18]||
13770|481533|7115980|When Jeff Tried to Save The World|When Jeff discovers that the bowling alley he manages is being sold, he must do everything he can to save the place he's come to call home.|[35, 18]||
5896|481432|6752992|Happy as Lazzaro|Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.|[18]||
2920|48138|1401152|Unknown|An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.|[28, 9648, 53]||
6800|481375|2386237|Malevolent|A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.|[27]||
10712|481370|3226786|Bigger|The inspirational tale of the grandfathers of the fitness movement as we now know it, Joe & Ben Weider. Battling anti-Semitism, racism and extreme poverty, the brothers beat all odds to build an empire & inspire future generations.|[18]||
13386|481220|7356382|Mordene i Kongo|In the spring of 2009 two Norwegian adventurers, Joshua French and Tjostolv Moland, are accused of killing their hired chauffeur just before crossing into the eastern Congo. The following manhunt starts a political and diplomatic headache.|[80, 18]||
4402|481203|6012244|All the Devil's Men|A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative, which leads him into a deadly running battle with a former military comrade and his private army.|[28]||
15134|481162|5320124|Everything is Wonderful|Set in New York, the film tells the story of the friendship between two European immigrants; Maria and Lena during one intense week, as they struggle to find happiness and test the limits of their freedom.|[35, 18]||
8570|481157|6858020|In Your Hands|A young man from a modest family gets the chance of a lifetime to reveal his hidden talent for piano but can he find the strength and courage to live up to the challenge?|[35]||
11611|481117|5471472|The Brawler|The true story of underdog boxer, Chuck Wepner, who gets a shot to fight the champ, Muhammed Ali.|[80, 18, 36, 10749]||
11177|481084|1620981|The Addams Family|The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.|[16, 35, 10751]||
17370|481070|7350732|Neben der Spur - Sag, es tut dir leid||[80, 10770]||
7955|481042|5720558|Non c'è campo||[35, 10749]||
